HEADER_TIME_STAMP,X,Y,Z
2018-06-14 13:00:06.766,0.018,-0.070,0.991
2018-06-14 13:00:06.786,0.014,-0.077,1.005
2018-06-14 13:00:06.806,0.010,-0.073,0.999
2018-06-14 13:00:06.826,0.006,-0.074,0.999
2018-06-14 13:00:06.846,0.009,-0.073,0.998
2018-06-14 13:00:06.867,0.015,-0.071,0.994
2018-06-14 13:00:06.887,0.018,-0.079,1.000
2018-06-14 13:00:06.907,0.023,-0.069,0.992
2018-06-14 13:00:06.927,0.027,-0.078,1.006
2018-06-14 13:00:06.947,0.027,-0.068,1.004
2018-06-14 13:00:06.967,0.021,-0.075,1.007
2018-06-14 13:00:06.987,0.008,-0.070,0.995
2018-06-14 13:00:07.008,0.005,-0.076,0.996
2018-06-14 13:00:07.028,0.013,-0.073,0.999
2018-06-14 13:00:07.048,0.011,-0.070,0.996
2018-06-14 13:00:07.068,0.019,-0.075,1.003
2018-06-14 13:00:07.088,0.017,-0.073,0.994
2018-06-14 13:00:07.108,0.020,-0.077,1.000
2018-06-14 13:00:07.129,0.023,-0.072,0.989
2018-06-14 13:00:07.149,0.021,-0.080,1.000
2018-06-14 13:00:07.169,0.016,-0.073,0.993
2018-06-14 13:00:07.189,0.022,-0.071,1.001
2018-06-14 13:00:07.209,0.017,-0.077,1.000
2018-06-14 13:00:07.229,0.020,-0.073,0.992
2018-06-14 13:00:07.249,0.024,-0.074,0.992
2018-06-14 13:00:07.269,0.024,-0.073,0.993
2018-06-14 13:00:07.290,0.025,-0.075,1.000
2018-06-14 13:00:07.310,0.021,-0.076,0.995
2018-06-14 13:00:07.330,0.017,-0.073,0.996
2018-06-14 13:00:07.350,0.016,-0.073,1.001
2018-06-14 13:00:07.370,0.014,-0.075,0.996
2018-06-14 13:00:07.390,0.016,-0.075,0.996
2018-06-14 13:00:07.410,0.018,-0.073,0.998
2018-06-14 13:00:07.431,0.018,-0.074,0.995
2018-06-14 13:00:07.451,0.020,-0.076,0.999
2018-06-14 13:00:07.471,0.016,-0.072,0.993
2018-06-14 13:00:07.491,0.014,-0.078,0.996
2018-06-14 13:00:07.511,0.019,-0.074,0.993
2018-06-14 13:00:07.531,0.020,-0.072,0.999
2018-06-14 13:00:07.551,0.020,-0.073,1.002
2018-06-14 13:00:07.572,0.021,-0.074,0.995
2018-06-14 13:00:07.592,0.021,-0.077,0.999
